,owner_address,contract_address,token_id,token_type,balance,collection_name,collection_slug,is_spam,floor_price,price_currency,description,last_ingested_at,total_supply,image_url,twitter_sentiment,twitter_tweet_volume,twitter_positive_tweets,twitter_negative_tweets,twitter_neutral_tweets
40,,0x341a1c534248966c4b6afad165b98daed4b964ef,0,erc1155,1,Murakami.Flowers Seed,murakami-flowers-seed,False,0.75,ETH,"Murakami.Flowers is a work in which artist Takashi Murakami’s representative artwork, flowers, are expressed as dot art evocative of Japanese TV games created in the 1970s. The work is being developed with the number 108 as the keyword; a combination of 108 backgrounds and flower colors make up a field, and there are 108 fields. Each field has 108 flower images, resulting in 11,664 flower images in total. The number 108 is a reference to bonnō, or earthly temptations.

Murakami.Flowers NFTs are subject to the Collector Terms available here: https://murakamiflowers.kaikaikiki.com/collector.html. If you buy a Murakami.Flowers NFT, you do not receive commercial rights in the corresponding artwork.

©Takashi Murakami/Kaikai Kiki Co., Ltd. All Rights Reserved.",2025-07-17T14:53:12.472765,,https://i2.seadn.io/ethereum/0x341a1c534248966c4b6afad165b98daed4b964ef/38f3a56f27dc151241943d227bb2dcdb.png,0.0,0,0,0,0
41,,0x348fc118bcc65a92dc033a951af153d14d945312,7451,erc1155,1,RTFKT - CloneX Mintvial,clonex-mintvial,False,0.2489,ETH,"Mint Vials are used to redeem Clone X Avatars.
 1 Mint Vial = 1 Random Clone.",2025-07-17T14:53:13.108512,,https://i2.seadn.io/ethereum/0x348fc118bcc65a92dc033a951af153d14d945312/0707d73f1f50345bd3a14382432f1c18.png,0.0,0,0,0,0
42,,0x82c7a8f707110f5fbb16184a5933e9f78a34c6ab,32262544790491701,erc721,1,Emblem Vault Legacy,emblem-vault,False,0.0,ETH,"Discover NFT projects from [XCP](https://is.gd/xcpvaults), [Ordinals](https://is.gd/ordinalsbtc), [ETH](https://is.gd/ethereumv), [XDP](https://is.gd/xdpvlt). [NMC](https://is.gd/nmcvlt), [LTC](https://is.gd/allltc), [XMP](https://is.gd/xmpvlt), [STX](https://is.gd/stxvlt), & Many More! 

Verified Collections
Counterparty:[Pepe’s](https://is.gd/rarepepe), [SoG](https://is.gd/SpellsOfGenesis), [Sarutobi](https://is.gd/sarutobi), [Fake Rares](https://is.gd/fakerare), [AoC](https://is.gd/AOChains), [Bitcorns](https://is.gd/Bitcorn), [Memorychain](https://is.gd/memorychain)

Ordinals: [Twelvefold](https://is.gd/twelvefold), [BTC Punks](https://is.gd/bitcoinpunk), [MegaPunks](https://is.gd/megapunk)

Namecoin: [Eggs](https://is.gd/twtreg), [Blockheads](https://is.gd/blockheadss), [Punycodes](https://is.gd/punycds),

BNS: [Bitcoin Name Service](https://is.gd/bnslist)

Litecoin: [LTC Punks](https://is.gd/ltcpunk)",2025-07-17T14:53:13.603927,40258,https://i2.seadn.io/ethereum/0x82c7a8f707110f5fbb16184a5933e9f78a34c6ab/918b9631fa5cf669b99d18e904b694/d3918b9631fa5cf669b99d18e904b694.png,0.0,0,0,0,0
43,,0xccc441ac31f02cd96c153db6fd5fe0a2f4e6a68d,8658,erc721,1,FLUF World,fluf,False,0.1042963,ETH,"Flufs are the collection that started it all. 10,000 3D rabbit avatars, programmatically-generated from over 270 traits! Unique by at least three degrees of separation, Flufs are yours to trade, collect and customise through our growing Scenes & Sounds collection.

But Flufs aren’t just furry faces... Metaverse-ready and full of surprises, they’re your ticket to a world of exclusive content, digital connectivity, IRL experiences and more.

Ready to join the Fluffle?

---

[**Official Collections**](https://opensea.io/category/futureverse)",2025-07-17T14:53:14.645465,10000,https://i2.seadn.io/ethereum/0xccc441ac31f02cd96c153db6fd5fe0a2f4e6a68d/cd233a721db3ae88d416ba9c44cedd/1dcd233a721db3ae88d416ba9c44cedd.png,0.0,0,0,0,0
44,,0x59468516a8259058bad1ca5f8f4bff190d30e066,4994,erc721,1,Invisible Friends,invisiblefriends,False,0.096927,ETH,"Hiding in the metaverse.

Invisible Friends is a collection of 5000 animated invisible characters by Markus Magnusson.

Invisible Friends is a Random Character Collective project.

See also [Invisible Friends Specials](https://opensea.io/collection/invisiblefriends-specials).",2025-07-17T14:53:15.173983,5000,https://i2.seadn.io/ethereum/0x59468516a8259058bad1ca5f8f4bff190d30e066/d5bb524af2cbfda25cebcf3f69115d/00d5bb524af2cbfda25cebcf3f69115d.gif,0.0,0,0,0,0
45,,0xd2f668a8461d6761115daf8aeb3cdf5f40c532c6,5498,erc721,1,Karafuru,karafuru,False,0.027429,ETH,"Karafuru is home to 5,555 generative arts where colors reign supreme. Leave the drab reality and enter the world of Karafuru by Museum of Toys.",2025-07-17T14:53:16.206947,5555,https://i2.seadn.io/ethereum/0xd2f668a8461d6761115daf8aeb3cdf5f40c532c6/8b93d3998a81eda0c06a5c325ce64a7e.jpeg,0.0,0,0,0,0
46,,0x04afa589e2b933f9463c5639f412b183ec062505,172,erc1155,1,My Curio Cards,curiocardswrapper,False,0.12999999,ETH,"[Curio Cards](https://curio.cards) are the First art show NFTs on Ethereum, launched May 9, 2017 and pre-dating CryptoPunks. Featuring 30 unique series of cards from seven different artists, Curio Cards is referenced in the ERC-721 NFT Standard and pioneered features later adopted in the ERC-1155 NFT Standard. Check out the [Curio Docs](https://docs.curio.cards) and Join the [Curio Discord](https://discord.curio.cards) to learn more.

Given their age, Curio Cards are wrapped to work on newer platforms like OpenSea. If you purchased cards directly from the original contracts before March 2021, you can wrap them [here](https://wrap.curio.cards). Otherwise, you don't need to do anything. All cards on OpenSea are already wrapped and don't need to be unwrapped to collect.

The 1% artist royalty goes entirely to the original Curio Cards Artists.",2025-07-17T14:53:17.245652,,https://i2.seadn.io/ethereum/0x04afa589e2b933f9463c5639f412b183ec062505/ccb6dcfc8bdeda8742752828e3d491/dcccb6dcfc8bdeda8742752828e3d491.png,0.0,0,0,0,0
47,,0xd3d9ddd0cf0a5f0bfb8f7fceae075df687eaebab,9999,erc721,1,Redacted Remilio Babies,remilio-babies,False,0.57108,ETH,"Redacted Remilio Babies is a collection of 10,000 neochibi pfpNFT's expanding the Milady Maker paradigm with the introduction of young J.I.T. energy and schizophrenic reactionary aesthetics. We are #REMILIONAIREs.",2025-07-17T14:53:17.842746,10000,https://i2.seadn.io/ethereum/0xd3d9ddd0cf0a5f0bfb8f7fceae075df687eaebab/2b4c5bd9cffa260046415ec9530fc432.png,0.0,0,0,0,0
48,,0xc92ceddfb8dd984a89fb494c376f9a48b999aafc,9982,erc721,1,Creatures,creatures,False,0.0,ETH,A collection of my artworks.,2025-07-17T14:53:18.759986,10000,https://i2.seadn.io/ethereum/0xc92ceddfb8dd984a89fb494c376f9a48b999aafc/1f4c3948e4ea138771899ae5c60afb37.jpeg,0.0,0,0,0,0
49,,0x57a204aa1042f6e66dd7730813f4024114d74f37,5000,erc721,1,CyberKongz,cyberkongz-babies,False,3.1,ETH,"Welcome to an alternate reality, where evolution took a different route and weird apes roam the earth.
Some appear normal. Some look weird. And some are just damn cool! 
Every CyberKong is unique and owns randomized items with different rarities. A few are super rare and even animated!
**Maybe some of them look familiar!**  
   
[Website](https://cyberkongz.com) | [Discord](https://discord.gg/cyberkongz)",2025-07-17T14:53:20.009353,5000,https://i2.seadn.io/ethereum/0x57a204aa1042f6e66dd7730813f4024114d74f37/beced76771fe819216c35de06e9ce0c0.gif,0.0,0,0,0,0
